"city","year","weekofyear","ndvi_ne","ndvi_nw","ndvi_se","ndvi_sw","precipitation_amt_mm","reanalysis_air_temp_k","reanalysis_avg_temp_k","reanalysis_dew_point_temp_k","reanalysis_max_air_temp_k","reanalysis_min_air_temp_k","reanalysis_precip_amt_kg_per_m2","reanalysis_relative_humidity_percent","reanalysis_sat_precip_amt_mm","reanalysis_specific_humidity_g_per_kg","reanalysis_tdtr_k","station_avg_temp_c","station_diur_temp_rng_c","station_max_temp_c","station_min_temp_c","station_precip_mm","total_cases"
"sj",1996,29,0.1121,0.095425,0.1674286,0.1645429,97.22,299.0185714,299.0714286,296.1242857,301.4,297.8,51,84.32285714,97.22,17.62428571,2.242857143,300.2714286,278.6285714,304.1,296.9,0,"11"
"sj",1996,30,0.0038,-0.0106,0.14715,0.1767833,14.89,299.8071429,299.9642857,295.8714286,302,298,15.8,79.19857143,14.89,17.14571429,2.328571429,300.5333333,278.4714286,304.1,296.9,9.9,"16"
"sj",1996,31,0.09683333,0.115,0.1986143,0.2044429,41.78,299.3942857,299.4571429,296.03,301.4,297.5,39.1,81.91,41.78,17.39,2.2,300.1714286,278.1571429,303,296.9,79.3,"9"
"sj",1996,32,0.0019,0.03413333,0.1329714,0.1440857,34.04,299.1371429,299.1214286,296.6328571,300.7,298.2,67.71,85.01,34.04,17.81,1.7,300.6714286,278.3428571,303.6,296.9,31.9,"12"
"sj",1996,33,0.0801,0.0291,0.14252,0.2317,19.92,299.5785714,299.7928571,296.0785714,303.3,297.7,29.2,80.93571429,19.92,17.48,2.614285714,301.0142857,279.1285714,304.7,295.8,14.3,"13"
"sj",1996,34,0.22855,0.09555,0.3094667,0.2312,110.91,298.9842857,299.05,296.1285714,300.7,297.6,68.7,84.34428571,106.04,17.52285714,1.971428571,299.7857143,279.6285714,304.1,295.8,80.6,"27"
"sj",1996,35,0.3144667,0.07396667,0.2981857,0.3126,15.74,300.0128571,300.0357143,295.9857143,302.4,298,33.7,79.27285714,15.74,17.42285714,2.728571429,300.7571429,279.2142857,306.3,296.9,22.6,"21"
"sj",1996,36,0.0364,0.03065,0.1729,0.1757857,10.59,300.3728571,300.5642857,296.9114286,303.3,298.6,21.95,81.54,5.71,18.48571429,3.014285714,301.4857143,279.5142857,305.2,296.3,35.1,"19"
"sj",1996,37,0.1043,0.1068,0.1678667,0.1728,63.31,299.8028571,299.8857143,296.4528571,301.5,297.8,89.24,81.98571429,63.31,17.97,1.8,300.9428571,279.5142857,305.8,296.3,51.1,"17"
"sj",1996,38,0.04044,0.02845,0.1504286,0.1078167,243.55,299.4828571,299.4428571,296.88,301.6,297.6,151.7,85.69,243.55,18.40714286,1.828571429,300.0428571,278.8285714,304.7,295.8,305.9,"8"
"sj",1996,39,0.04044,0.00445,0.1859,0.1818857,59.12,300.32,300.4428571,296.8471429,302.3,299.1,19.32,81.28142857,59.12,18.59571429,1.885714286,300.8714286,279.3571429,305.8,296.9,7.3,"45"
"sj",1996,40,-0.0385,0.06813333,0.1651286,0.1952143,27.58,300.0185714,299.9642857,296.09,302.4,298.6,27.2,79.17714286,27.58,17.52142857,2.1,300.4666667,279.0857143,304.1,296.9,20.9,"30"
"sj",1996,41,-0.0066,-0.0355,0.2071833,0.2196167,28.18,299.9628571,300.1142857,296.46,302.3,298.1,23.54,81.26,32.1,17.94142857,2.542857143,300.8571429,279.2428571,304.7,296.3,17.6,"29"
"sj",1996,42,0.0308,0.0609,0.2202286,0.2358,4.62,299.8042857,299.8428571,296.0485714,301.8,298.2,23.7,79.95714286,4.62,17.48571429,2.171428571,300.5714286,279.6428571,304.7,296.3,8.9,"25"
"sj",1996,43,-0.1798,-0.0902,0.1490143,0.1663143,17.37,300.3442857,300.4642857,296.7171429,302.1,298.9,4.5,80.73428571,17.37,18.23,2.642857143,302.0428571,280.3857143,306.9,297.4,6.6,"35"
"sj",1996,44,0.00525,0.0158,0.1809429,0.1463571,18.67,299.2514286,299.3428571,295.72,301,297.7,65.2,81.13,16.06,17.14428571,2.085714286,300.0428571,279.1,304.1,294.7,28.9,"33"
"sj",1996,45,-0.05675,-0.00865,0.1236143,0.1353,51.59,299.1685714,299.2357143,296.1685714,301.4,297.5,57.61,84.11,54.05,17.70142857,2.042857143,299.8428571,279.2857143,304.1,295.2,35.6,"30"
"sj",1996,46,-0.03006667,0.0881,0.07505714,0.098,34.32,298.1628571,298.2142857,295.2657143,299.7,296.8,219.9,83.64,34.32,16.67714286,1.8,299.1571429,279.0285714,303,295.2,25,"29"
"sj",1996,47,-0.1224,0.039525,0.06076667,0.05045714,42.76,298.4771429,298.5571429,295.4385714,300.5,296.8,113.55,83.39714286,42.76,16.75142857,1.6,298.8714286,278.6,302.4,295.2,88.3,"31"
"sj",1996,48,0.1213,0.1038667,0.1649714,0.1673143,65.18,298.1971429,298.4214286,295.6671429,300.5,296.8,49,86.07142857,65.18,17.12857143,2.042857143,298.6142857,277.5857143,301.3,295.8,39.5,"29"
"sj",1996,49,-0.1171,-0.01016667,0.2602714,0.2308429,0,297.6428571,297.6785714,292.9414286,299.7,295.6,20.57,75.29285714,0,14.33285714,1.9,298.0142857,278.0571429,301.3,294.7,19.6,"22"
"sj",1996,50,-0.03006667,0.0495,0.1559143,0.1345571,0,297.8271429,297.9785714,292.6628571,300.6,295.2,3.8,73.25285714,0,14.24571429,2.757142857,297.8,279.5714286,303,293.6,3.1,"27"
"sj",1996,51,0.0331,0.1639,0.1702286,0.1818571,0,296.6357143,296.7714286,292.7871429,299.1,295.6,40.7,79.37285714,0,14.33285714,1.828571429,297.9571429,277.7,301.9,294.1,25.4,"6"
"sj",1996,52,0.0214,0.0214,0.156975,0.1470375,8.49,297.0314286,297.1142857,291.4242857,299,294.5,3.93,71.06285714,0,13.15285714,2.485714286,297.5142857,278.7857143,300.8,292.4,4,"2"
"sj",1997,1,0.1526333,0.1094,0.2077429,0.1732857,0,299.6771429,299.8214286,295.0142857,301.5,297.7,3.24,75.67857143,0,16.24428571,2.357142857,299.6285714,280.7142857,304.7,294.7,0.5,"29"
"sj",1997,2,0.16238,0.1839,0.2683714,0.1435857,0,297.05,297.4285714,293.5585714,299.2,295.6,24.14,80.3,0,14.96714286,2.371428571,297.6714286,278.6428571,300.8,294.1,29,"22"
"sj",1997,3,0.034,0.0338,0.2233714,0.2170857,0,297.5685714,297.6642857,292.7971429,299.4,296.1,7.79,74.34428571,0,14.27857143,1.985714286,297.3857143,279.6571429,301.9,292.4,0.6,"33"
"sj",1997,4,0.00915,0.07316667,0.0955,0.1861429,6.65,297.5371429,297.7428571,293.7871429,300.9,295.7,23.5,80.09285714,6.65,15.17428571,2.514285714,297.9,279.4285714,303,294.1,2,"20"
"sj",1997,5,0.0451,0.04505,0.1107571,0.1070286,66.05,296.7414286,296.8428571,293.5328571,298.9,295.3,81.3,82.38857143,66.05,14.89857143,1.828571429,297.6285714,277.6857143,300.8,294.1,58.9,"30"
"sj",1997,6,0.04245,0.03413333,0.1372714,0.1156857,53.52,297.27,297.4071429,292.5757143,299.1,295.8,14.3,75.07571429,53.52,14.05857143,2.071428571,296.7,279.5428571,300.8,292.4,49.5,"20"
"sj",1997,7,0.0455,0.1281,0.1796714,0.1705857,24.98,297.12,297.2928571,293.5428571,298.8,295.7,20.6,80.94714286,24.98,15.01714286,1.7,297.5714286,278.7,300.8,294.1,25.4,"17"
"sj",1997,8,0.0297,0.07732,0.1488286,0.1815429,0,297.5871429,297.7142857,293.2214286,299.2,296.2,15.14,76.52857143,0,14.61428571,2.057142857,297.6857143,279.2714286,302.4,294.1,22.9,"24"
"sj",1997,9,0.0351,0.04896667,0.15534,0.1579,0,297.2642857,297.3571429,292.4728571,298.8,295.7,15.1,74.63142857,0,13.93142857,2.171428571,297.4714286,278.7714286,300.8,294.1,30,"28"
"sj",1997,10,0.1076,0.09665,0.2277,0.2670143,0,297.2928571,297.3928571,292.41,299,295.5,9.5,74.25571429,0,13.88571429,2.214285714,297.2142857,277.9857143,300.8,294.1,15.5,"18"
"sj",1997,11,0.0619,0.0864,0.1700714,0.1512429,0,297.1385714,297.35,292.4957143,299.3,295.8,14.3,75.37285714,0,13.97714286,2.157142857,297.3571429,278.7857143,300.8,294.1,13.8,"13"
"sj",1997,12,0.1409,0.12525,0.2582143,0.2533286,0,297.0785714,297.2214286,292.7671429,299.1,296,17.92,76.90428571,0,14.47428571,1.9,297.7428571,279.5857143,301.9,294.1,15.2,"9"
"sj",1997,13,0.11245,0.107,0.2076143,0.2154,0,297.7214286,297.9214286,292.7585714,300.6,295.7,7,74.11857143,0,14.22714286,3.442857143,298.3142857,281.0714286,304.1,293.6,1.5,"14"
"sj",1997,14,0.2908,0.123,0.1983167,0.1916833,0,297.6928571,297.8571429,292.7757143,299.9,295.5,5.9,74.20571429,0,14.12285714,2.685714286,298.0857143,280.4571429,302.4,293.6,2.9,"11"
"sj",1997,15,0.0602,0.069825,0.2164286,0.2027714,9.58,296.5957143,296.6357143,291.8428571,300.7,294.3,18.73,74.85,6.65,13.49285714,2.385714286,298.0857143,279.1857143,304.1,294.7,0.6,"11"
"sj",1997,16,0.033075,0.05155,0.2085429,0.2523286,0,297.1785714,297.4642857,291.6742857,299.6,295.1,7.5,71.55857143,0,13.73,2.785714286,298.9,280.9285714,304.1,293,0.8,"20"
"sj",1997,17,0.0388,0.0569,0.2024429,0.2222571,0,298.8214286,299.05,294.0985714,302.9,296.7,16.2,75.41714286,0,15.50142857,3.842857143,300.6714286,282.6142857,307.4,294.1,0,"10"
"sj",1997,18,-0.0035,0.007333333,0.1991,0.1928833,5.73,299.2042857,299.3857143,294.82,301.7,296.8,4,76.95285714,5.73,16.17,3.071428571,300.7714286,281.2714286,306.9,295.8,0.5,"8"
"sj",1997,19,-0.0597,0.0331,0.1650857,0.1324571,0,299.35,299.5071429,294.7271429,301.7,297.8,1.5,75.87857143,0,16.07857143,2.7,300.9285714,281.4285714,306.9,295.2,0.3,"8"
"sj",1997,20,0.1019,0.0747,0.1175167,0.1297857,36.86,298.85,298.9857143,294.7985714,301.4,297.3,27.3,78.53714286,33.03,16.14428571,2.542857143,300.5714286,280.1285714,305.2,295.2,5.9,"1"
"sj",1997,21,0.0798,0.1065333,0.1590333,0.09873333,0,299.2414286,299.3857143,294.6614286,301.1,297.7,10.1,75.98285714,0,15.99714286,2.428571429,300.5857143,280.0857143,305.2,295.8,12.9,"3"
"sj",1997,22,0.0235,0.05535,0.2090857,0.1450571,64.1,299.2814286,299.4357143,295.2628571,301.4,297.7,10.5,78.71142857,64.1,16.77714286,2.671428571,300.3142857,280.0285714,304.7,295.8,30.5,"7"
"sj",1997,23,0.0557,0.08895,0.1841571,0.1623571,118.35,298.9957143,299.0428571,295.8871429,300.6,297.9,41.7,83.48571429,118.35,17.36857143,1.971428571,300.2714286,280.0714286,305.8,295.2,31.3,"14"
"sj",1997,24,0.2127,0.0904,0.1477167,0.1914143,0,299.9628571,300.2642857,296.1742857,302.3,298.2,9.9,79.74571429,0,17.62,2.871428571,301.6,280,305.8,296.9,0.3,"4"
"sj",1997,25,0.0108,0.07326667,0.1710429,0.2157,2.43,300.3671429,300.6,296.4114286,302.6,298,7.8,79.36428571,2.43,17.74428571,2.914285714,302.0142857,279.6571429,306.9,297.4,0.5,"9"
"sj",1997,26,0.0749,0.07762,0.1302143,0.1368,34.69,300.0442857,300.0928571,296.3228571,302,298.4,23.4,80.24571429,34.69,17.73285714,2.185714286,301.6571429,279.6857143,305.8,296.9,18.6,"14"
"sj",1997,27,0.1012,0.09026667,0.1940286,0.1983714,38.84,300.2957143,300.5142857,296.2385714,302.3,298.3,24.3,78.63857143,41.68,17.63571429,2.914285714,301.4142857,279.4285714,305.2,297.4,4.1,"53"
"sj",1997,28,0.0883,0.07483333,0.1354571,0.1118571,5.87,300.4885714,300.6428571,296.4157143,302.3,299,21.3,78.62,5.87,17.84571429,2.428571429,302.0142857,280.5428571,306.9,296.9,8.7,"9"
"sj",1997,29,-0.0562,0.0112,0.1991,0.1659714,24.28,300.0942857,300.1714286,296.5114286,302.2,298.1,35.4,80.91714286,24.42,17.94857143,2.542857143,301.6142857,279.7428571,305.8,297.4,40.9,"3"
"sj",1997,30,-0.1562,-0.02133333,0.1646429,0.1496857,41.34,299.9585714,299.9428571,296.6028571,302.7,298.2,73.74,82.13285714,41.34,18.04571429,1.771428571,300.9,279.2857143,304.7,296.3,51.2,"3"
"sj",1997,31,0.1288333,0.07825,0.2511714,0.1919429,29.9,300.1171429,300.2142857,296.2157143,302.2,298.2,26.83,79.45428571,32.72,17.61714286,2.742857143,300.8285714,279.6,304.7,295.8,16.3,"14"
"sj",1997,32,0.0981,0.0981,0.1404571,0.1142286,19.57,300.2714286,300.4142857,296.7357143,302.5,297.8,28.6,81.10428571,19.57,18.18,2.514285714,302.1571429,278.9428571,305.2,298,5.2,"20"
"sj",1997,33,0.0883,0.046675,0.1411,0.1585714,57.65,299.84,299.9928571,296.5728571,301.9,298.1,42.79,82.39285714,57.65,17.93,2.471428571,301.4,279.6142857,305.8,296.9,53.4,"10"
"sj",1997,34,0.0969,0.11135,0.1554833,0.1446,20.35,299.7614286,299.8,296.6585714,301.8,298.2,45.7,83.28,20.35,18.09142857,2.028571429,301.4142857,279.0428571,305.8,297.4,52.3,"21"
"sj",1997,35,0.1076,0.08936667,0.1869714,0.2091857,94.72,300.2657143,300.3357143,296.7042857,302.5,298.8,35.9,81.14285714,94.72,18.18285714,2.1,300.9857143,279.4428571,304.7,295.8,50,"26"
"sj",1997,36,0.1072,0.1159667,0.2084,0.1735571,8.83,300.1385714,300.1214286,296.8042857,302,298.5,35.9,82.22,8.83,18.30857143,2.071428571,301.7285714,279.5857143,305.8,298,17,"364"
"sj",1997,37,0.03495,0.0815,0.1973143,0.1827714,11.47,300.5485714,300.7214286,297.2471429,302.6,298.9,46.4,83.16428571,11.47,19.04428571,2.585714286,301.9571429,279.1285714,305.8,297.4,15.8,"42"
"sj",1997,38,-0.049,0.01545,0.1992286,0.1866286,86.14,300.5842857,300.8071429,297.2471429,303.6,299,36.89,81.80857143,86.14,18.82857143,2.585714286,301.9,279.6714286,307.4,296.9,18.1,"43"
"sj",1997,39,0.12258,0.09823333,0.1432143,0.1434143,13.18,300.42,300.5142857,296.3857143,302.6,298,39.6,78.78,7.95,17.82857143,2.4,301.4,279.7428571,305.2,296.9,25.4,"34"
"sj",1997,40,0.1123,0.1054,0.2000571,0.1438857,46.15,300.1328571,300.1142857,297.3042857,302.6,298.7,170.6,84.43714286,46.15,18.81428571,2.128571429,300.5857143,279.7571429,305.2,294.7,31.2,"33"
"sj",1997,41,0.0019,0.095825,0.09027143,0.0999,70.29,300.5642857,300.5142857,296.7871429,303.2,298.6,26,80.08428571,70.29,18.31,2.642857143,301.6,280.3,306.9,296.3,44.4,"52"
"sj",1997,42,-0.01515,0.0831,0.2018667,0.2107333,99.33,299.4785714,299.4357143,296.4357143,302.9,297.6,143.4,83.57571429,99.33,17.92714286,1.842857143,300.3571429,280.6714286,306.5,295.8,72.8,"56"
"sj",1997,43,0.2529,0.1966,0.3152429,0.2916429,80.85,299.6085714,299.8428571,296.3042857,302.8,296.4,107.84,82.23428571,80.85,17.81857143,3.657142857,300.7,278.8857143,305.8,296.9,8.7,"70"
"sj",1997,44,0.1286333,0.1695,0.2978143,0.2338571,0.78,300.3814286,300.55,296.1014286,302.3,298.4,7.27,77.53285714,0.78,17.56428571,2.7,301.3857143,278.8142857,305.8,297.4,27,"112"
"sj",1997,45,0.07745,0.11395,0.1989571,0.1767429,2.08,300.0314286,300.0928571,295.6957143,301.9,298.6,9.5,77.30714286,2.08,17.09571429,2.042857143,300.7428571,279.1142857,305.1,296.9,27.1,"70"
"sj",1997,46,0.0695,0.12345,0.1481429,0.1767833,18.83,299.6871429,299.7928571,295.3457143,302.6,297.9,9,77.16285714,18.83,16.76428571,2.242857143,300.3428571,280.4,305.8,295.8,34.6,"47"
"sj",1997,47,-0.0479,-0.1026,0.2017857,0.1477857,50.55,299.4914286,299.5285714,296.3414286,301.8,298,40.5,82.76571429,50.55,17.73857143,1.8,300.3285714,279,304.1,296.9,6.1,"48"
"sj",1997,48,0.2192,0.1606,0.1749286,0.2117571,4.76,299.62,299.7,296.3371429,302.4,297.9,42.9,82.27,4.76,17.77142857,2.785714286,300.2571429,278.6714286,303.6,296.9,81.8,"49"
"sj",1997,49,0.0568,0.0661,0.3493143,0.3120714,3.01,299.4557143,299.5071429,295.5757143,301.3,298.2,14.7,79.39571429,3.01,17.00142857,1.871428571,299.6714286,279.6142857,304.7,296.3,2.8,"45"
"sj",1997,50,-0.0066,-0.0448,0.25425,0.2354714,0,300.1328571,300.35,295.1528571,302,298.8,0.3,74.28142857,0,16.53,2.671428571,299.7571429,281.2571429,305.2,294.7,0,"25"
"sj",1997,51,0.0411,1e-04,0.2579571,0.2339,0,299.6385714,299.6642857,294.7957143,301.6,298.1,3.9,74.79571429,0,16.14571429,2.357142857,299.5714286,280.3,305.2,295.2,1.5,"61"
"sj",1997,52,0.0663,0.075925,0.2132111,0.2257889,24.98,299.2142857,299.2857143,295.3514286,301.7,297.6,16.3,79.47,22.52,16.70428571,2.571428571,299.7142857,279.5857143,304.7,295.2,17.3,"67"
"sj",1998,1,0.0455,0.0478,0.1239857,0.08344286,14.71,297.7714286,298.65,294.35,306.6,294.3,13.9,83.50285714,16.7,15.87857143,7.742857143,299.1285714,283.4,305.2,293.4,8.2,"64"
"sj",1998,2,0.05076667,0.0341,0.2233714,0.1341571,5.54,298.8271429,298.9928571,295.03,300.7,297.2,44.4,79.63142857,10.59,16.36285714,2.157142857,299.3571429,279.1428571,303.6,295.8,0.8,"68"
"sj",1998,3,-0.01615,-0.008225,0.1126143,0.1985714,106.97,297.6128571,297.6857143,294.8528571,300.2,296.4,53.2,84.69428571,106.97,16.20857143,1.885714286,297.8857143,278.8571429,302.4,293.6,67.6,"112"
"sj",1998,4,0.1797,0.03345,0.2514571,0.1921,0,298.6114286,298.8,294.51,300.6,296.8,8.4,78.18285714,0,15.88142857,1.8,298.5571429,279.4857143,302.4,294.1,4.8,"50"
"sj",1998,5,0.13155,0.086,0.1461143,0.1313571,7.72,298.6942857,298.8571429,294.19,300.6,297,16.3,76.26142857,7.72,15.56142857,2.342857143,299.3571429,280.2571429,304.1,295.2,3.5,"15"
"sj",1998,6,-0.0479,-0.0525,0.1274857,0.09734286,0,298.5785714,298.8071429,293.9714286,301.3,296.6,8.6,75.77714286,0,15.36142857,3.271428571,299.5857143,281.1142857,304.7,294.1,0,"75"
"sj",1998,7,-0.0904,0.0559,0.1819,0.1763143,142.6,299.0585714,299.25,295.6285714,302.2,297.8,18.5,81.61285714,142.6,17.08857143,2.871428571,300.2571429,279.9,305.2,295.8,61.5,"63"
"sj",1998,8,0.0073,0.0754,0.2395714,0.2387,0,297.59,297.8357143,291.9014286,300.2,295.3,3.1,71.69142857,0,13.51285714,2.242857143,297.4142857,279.0857143,301.9,293,8.7,"62"
"sj",1998,9,0.1545,0.0849,0.24338,0.1549833,0,298.8928571,299.1285714,294.1142857,300.6,297.5,1.1,75.01571429,0,15.47714286,2.771428571,299.2714286,280.9428571,304.1,294.1,6.4,"41"
"sj",1998,10,0.06366667,0.1004667,0.1728429,0.1622143,0,297.6557143,297.7928571,293.54,300.8,295,10.3,77.92428571,0,14.93571429,2.842857143,298.6142857,280.2571429,305.2,294.1,7,"50"
"sj",1998,11,0.2050333,0.0797,0.1391714,0.1625286,0,298.2785714,298.3857143,294.6971429,301.2,295.7,42.78,80.77857143,0,16.08142857,2.228571429,299.2714286,279.9,305.2,295.3,15.1,"34"
"sj",1998,12,0.0604,0.08823333,0.2129286,0.2124143,0,298.1757143,298.3714286,292.9071429,300.4,296.2,0.6,72.64285714,0,14.36714286,2.814285714,297.8857143,280.0142857,301.9,293.3,27.7,"31"
"sj",1998,13,0.02835,0.0731,0.1881667,0.1685,0,298.5028571,298.6642857,294.0985714,300.7,296.5,21,76.67571429,0,15.48,2.557142857,299.2285714,279.9,304.1,295.2,16.5,"38"
"sj",1998,14,0.0672,0.02766667,0.1156,0.1277429,72.98,298.0442857,298.1928571,294.6285714,301.1,296.5,41.2,81.40571429,72.98,15.99857143,2.528571429,298.7142857,279.2,304.7,294.7,15.5,"30"
"sj",1998,15,0.048,0.0652,0.09747143,0.1027714,12.01,297.8714286,298.2285714,294.2157143,300.8,295.6,18.73,80.87714286,12.01,15.63571429,3,299.0285714,279.3571429,304.7,294.7,67.6,"2"
"sj",1998,16,0.0308,0.076,0.1139714,0.1258571,0,298.4728571,298.5785714,294.97,300.7,296.5,23.9,81.14571429,0,16.40285714,2.157142857,299.9285714,279.1142857,306.9,295.2,7.9,"26"
"sj",1998,17,0.0671,0.09136667,0.1444857,0.1479571,22.22,297.7357143,298.4285714,293.5428571,300.5,296.2,24.3,77.71285714,22.22,15.01428571,2.157142857,298.6,278.8571429,302.4,294.7,73.4,"30"
"sj",1998,18,0.1063,0.0461,0.2191857,0.2073286,71.64,299.5657143,299.8357143,295.8342857,301.5,298.2,11.7,80.07285714,71.64,17.23142857,2.357142857,299.8714286,280.5285714,304.1,295.8,16.3,"36"
"sj",1998,19,0.10558,0.09896667,0.1582429,0.1198143,0,299.1328571,299.2928571,295.0357143,301.3,297.7,17.6,77.33142857,0,16.22142857,2.185714286,299.7857143,279.2,304.1,295.2,6.9,"35"
"sj",1998,20,0.1072,0.04255,0.1317833,0.1337429,55.76,299.2,299.4,295.11,302.9,296.6,10.3,78.40142857,55.76,16.50285714,3.628571429,300.1428571,280.0142857,306.9,295.2,7.1,"46"
"sj",1998,21,-0.003,0.033625,0.1648667,0.1742,56.4,300.0242857,300.0857143,297.0628571,302.9,297.8,53.7,84.07142857,56.4,18.61428571,2.828571429,300.9142857,279.9714286,307.4,296.3,59.1,"48"
"sj",1998,22,0.0484,0.0372,0.1550833,0.1645167,15.86,299.8428571,299.9357143,297.02,302.3,298.4,59.4,84.63571429,15.86,18.51142857,2.185714286,300.4,278.6571429,304.1,297.4,49.5,"21"
"sj",1998,23,-0.0427,0.07076667,0.1536,0.1221429,8.19,299.3242857,299.1642857,296.3514286,300.5,298.1,35.8,82.46,8.19,17.76571429,2.128571429,300.8571429,279.2,305.2,296.9,10.5,"51"
"sj",1998,24,0.12125,0.12125,0.2368143,0.2751714,86.21,300.7571429,300.8428571,297.4514286,302.7,299.2,20.7,82.30571429,86.21,18.99142857,2.428571429,301.4285714,279.9857143,305.8,296.9,38.6,"59"
"sj",1998,25,0.0725,0.0509,0.2078286,0.1756286,49.52,300.5171429,300.5642857,296.4357143,303,298.9,15.4,79.19857143,49.52,17.85428571,2.385714286,301.1,279.5285714,305.8,296.9,23.4,"71"
"sj",1998,26,0.05716667,0.0167,0.1447,0.1523571,72.08,299.9442857,299.95,296.9957143,302.3,298.3,71.33,84.02571429,72.08,18.54714286,2.357142857,301.2142857,279.7428571,304.7,296.9,20.6,"102"
"sj",1998,27,0.0715,0.096075,0.1718429,0.1558857,20.06,300.5957143,300.7214286,296.8471429,302.7,299,33.31,80.08571429,17.32,18.27857143,2.3,301.6142857,278.8571429,305.2,298,0,"128"
"sj",1998,28,-0.03095,0.0628,0.1886286,0.1695286,54.05,300.4528571,300.4357143,296.9242857,302.9,298.5,45.31,81.29,54.05,18.39142857,2.3,301.3857143,279.7428571,305.8,295.8,11.7,"127"
"sj",1998,29,0.0289,0.04713333,0.2097429,0.1520714,10.42,300.3371429,300.4571429,296.2885714,302.8,298.1,29.32,78.99,10.42,17.71571429,2.714285714,301.3857143,280.0714286,305.5,296.9,62.5,"150"
"sj",1998,30,0.0554,0.0981,0.1776429,0.1602571,68.74,299.9814286,299.8857143,296.5028571,302.2,298.1,93.68,82.21285714,68.74,17.94571429,1.885714286,300.5571429,279.6857143,304.7,294.7,81.9,"191"
"sj",1998,31,0.14065,0.127,0.26975,0.2465286,16.03,300.0614286,300.0357143,297.0385714,302,297.9,107.87,83.74285714,16.03,18.54714286,2.042857143,301.2714286,278.7285714,304.7,296.9,20.5,"256"
"sj",1998,32,0.02866667,0.057625,0.1758571,0.1526857,25.79,300.4785714,300.8857143,297.1271429,303.2,298.6,27.7,82.27,25.79,18.63142857,2.914285714,301.4571429,279.1,305.2,297.4,6.2,"329"
"sj",1998,33,-0.0509,0.0935,0.1854333,0.1739,38.44,300.6685714,300.6214286,297.4571429,302.8,298.9,55.9,82.8,38.44,19.01571429,2.271428571,302.0714286,279.3428571,305.8,297.4,3.8,"263"
"sj",1998,34,0.1072,0.0567,0.1809667,0.1803286,24.34,300.3671429,300.35,297.4671429,303,298.9,55.3,84.20285714,26.48,19.01,1.728571429,302.2142857,279.4142857,305.8,298,20.4,"220"
"sj",1998,35,0.0307,0.07575,0.2400833,0.1902571,96.58,300.3514286,300.5785714,297.4014286,303.1,298.7,98.3,83.45,96.58,19.02714286,2.671428571,301.0428571,280.2571429,306.9,296.3,146.4,"204"
"sj",1998,36,0.0388,0.06535,0.1585429,0.1456429,47.74,300.6871429,300.7071429,297.3285714,303.4,298.4,52.5,82.19285714,47.74,19.11428571,2.9,301.7571429,280.1285714,307,295.8,27.4,"181"
"sj",1998,37,0.07465,0.1054,0.1518857,0.122,72.73,300.1471429,300.2,297.16,302,298.7,73.6,84.00285714,72.73,18.72428571,2.028571429,301.3285714,279.8428571,305.2,297.4,61.3,"99"
"sj",1998,38,0.0204,0.0401,0.1554833,0.14148,35.03,300.5871429,301.15,297.2757143,303,298.8,58.2,82.33285714,35.03,18.84714286,2.185714286,301.7285714,279.9857143,307.4,297.4,39.7,"54"
"sj",1998,39,0.05085,0.04685,0.2315857,0.1913857,82.87,300.13,300.1857143,297.06,302.1,298.8,55.8,83.33142857,82.87,18.58142857,1.857142857,301.6428571,279.2285714,305.2,297.4,123.6,"80"
"sj",1998,40,-0.0022,0.0382,0.1618857,0.1683143,223.61,300.5971429,300.7571429,296.5385714,302.9,298.5,124.4,78.78285714,223.61,18.06142857,2.8,300.9142857,279.2857143,305.8,296.9,24.7,"102"
"sj",1998,41,0.04015,0.06756667,0.1819,0.1492,33.26,300.7128571,300.3785714,296.9214286,302.9,298.9,28.3,79.99857143,33.26,18.41857143,2.342857143,301.2571429,278.5,304.7,298,25,"395"
"sj",1998,42,0.0826,0.08155,0.1864143,0.1386857,25.94,300.7957143,300.8571429,296.6128571,302.9,299.3,18.5,78.09857143,25.7,18.09142857,2.685714286,300.7571429,279.3142857,304.1,296.3,15.5,"73"
"sj",1998,43,0.0213,0.085,0.1969667,0.1962,32.09,300.5557143,300.2357143,296.9,301.9,298.8,36.5,79.96571429,32.09,18.41,2.128571429,301.1571429,279.9285714,306.9,296.9,26.7,"68"
"sj",1998,44,-0.0359,-0.0726,0.1316,0.09242857,182.46,299.8485714,299.7928571,296.8671429,302.1,297.7,92.4,83.86571429,174.04,18.37571429,2.085714286,300.7142857,279.1285714,305.8,296.3,54.6,"64"
"sj",1998,45,0.0129,-0.00225,0.2212286,0.1698,121.65,299.6528571,299.6928571,296.9428571,301.7,298.5,89.5,85.12,121.65,18.48428571,1.785714286,300.4285714,279.4571429,304.1,296.3,69,"55"
"sj",1998,46,0.003866667,-0.05725,0.1859167,0.09834286,18.07,300.0028571,300.0142857,296.3014286,302.4,297.9,36.1,80.91428571,18.07,17.86857143,2.242857143,300.7857143,279.6714286,305.8,296.3,8.7,"67"
"sj",1998,47,0.2251286,0.2244,0.2537429,0.2166143,110.03,298.6757143,298.6571429,296.1828571,300.3,297.3,143.4,86.21428571,110.03,17.62714286,1.485714286,299.7285714,279.2142857,303.6,296.3,71.3,"84"
